Date,Open,High,Low,Close
2023-08-16,0,0,0,79.40
2023-08-17,0,0,0,80.43
2023-08-18,0,0,0,81.25
2023-08-21,0,0,0,80.71
2023-08-22,0,0,0,80.25
2023-08-23,0,0,0,78.91
2023-08-24,0,0,0,79.52
2023-08-25,0,0,0,80.47
2023-08-28,0,0,0,80.65
2023-08-29,0,0,0,81.14
2023-08-30,0,0,0,81.64
2023-08-31,0,0,0,83.55
2023-09-01,0,0,0,85.52
2023-09-04,0,0,0,85.85
2023-09-05,0,0,0,86.74
2023-09-06,0,0,0,87.55
2023-09-07,0,0,0,86.87
2023-09-08,0,0,0,87.51
2023-09-11,0,0,0,87.30
2023-09-12,0,0,0,88.87
2023-09-13,0,0,0,88.59
2023-09-14,0,0,0,90.13
2023-09-15,0,0,0,90.83
2023-09-18,0,0,0,91.47
2023-09-19,0,0,0,91.16
2023-09-20,0,0,0,89.20
2023-09-21,0,0,0,89.56
2023-09-22,0,0,0,90.00
2023-09-25,0,0,0,89.68
2023-09-26,0,0,0,91.43
2023-09-27,0,0,0,93.67
2023-09-28,0,0,0,91.65
2023-09-29,0,0,0,90.77
2023-10-02,0,0,0,88.81
2023-10-03,0,0,0,89.26
2023-10-04,0,0,0,84.32
2023-10-05,0,0,0,82.30
2023-10-06,0,0,0,82.83
2023-10-09,0,0,0,83.25
2023-10-10,0,0,0,85.89
2023-10-11,0,0,0,83.70
2023-10-12,0,0,0,82.87
2023-10-13,0,0,0,87.67
2023-10-16,0,0,0,86.65
2023-10-17,0,0,0,86.66
2023-10-18,0,0,0,88.35
2023-10-19,0,0,0,89.35
2023-10-20,0,0,0,89.12
2023-10-23,0,0,0,85.49
2023-10-24,0,0,0,84.58
2023-10-25,0,0,0,86.07
2023-10-26,0,0,0,83.80
2023-10-27,0,0,0,86.04
2023-10-30,0,0,0,83.03
2023-10-31,0,0,0,81.64
2023-11-01,0,0,0,81.05
2023-11-02,0,0,0,83.04
2023-11-03,0,0,0,81.19
2023-11-06,0,0,0,81.54
2023-11-07,0,0,0,77.96
2023-11-08,0,0,0,75.85
2023-11-09,0,0,0,76.34
2023-11-10,0,0,0,77.15
2023-11-13,0,0,0,78.86
2023-11-14,0,0,0,78.90
2023-11-15,0,0,0,77.15
2023-11-16,0,0,0,73.50
2023-11-17,0,0,0,76.47
2023-11-20,0,0,0,78.10
2023-11-21,0,0,0,78.35
2023-11-22,0,0,0,76.80
2023-11-23,0,0,0,75.65
2023-11-24,0,0,0,74.83
2023-11-27,0,0,0,74.46
2023-11-28,0,0,0,76.09
2023-11-29,0,0,0,77.56
2023-11-30,0,0,0,75.66
2023-12-01,0,0,0,73.70
2023-12-04,0,0,0,72.73
2023-12-05,0,0,0,71.95
2023-12-06,0,0,0,68.98
2023-12-07,0,0,0,69.00
2023-12-08,0,0,0,70.87
2023-12-11,0,0,0,70.95
2023-12-12,0,0,0,68.27
2023-12-13,0,0,0,69.09
2023-12-14,0,0,0,71.21
2023-12-15,0,0,0,71.05
2023-12-18,0,0,0,72.16
2023-12-19,0,0,0,73.23
2023-12-20,0,0,0,73.87
2023-12-21,0,0,0,73.59
2023-12-22,0,0,0,73.29
2023-12-25,0,0,0,74.25
2023-12-26,0,0,0,75.84
2023-12-27,0,0,0,74.31
2023-12-28,0,0,0,72.02
2023-12-29,0,0,0,71.89
2024-01-01,0,0,0,71.50
2024-01-02,0,0,0,70.62
2024-01-03,0,0,0,72.97
2024-01-04,0,0,0,72.38
2024-01-05,0,0,0,74.00
2024-01-08,0,0,0,71.06
2024-01-09,0,0,0,72.43
2024-01-10,0,0,0,71.57
2024-01-11,0,0,0,72.15
2024-01-12,0,0,0,72.94
2024-01-15,0,0,0,72.75
2024-01-16,0,0,0,72.63
2024-01-17,0,0,0,72.79
2024-01-18,0,0,0,74.32
2024-01-19,0,0,0,73.69
2024-01-22,0,0,0,75.26
2024-01-23,0,0,0,74.72
2024-01-24,0,0,0,75.48
2024-01-25,0,0,0,77.91
2024-01-26,0,0,0,78.45
2024-01-29,0,0,0,77.25
2024-01-30,0,0,0,78.30
2024-01-31,0,0,0,76.28
2024-02-01,0,0,0,74.36
2024-02-02,0,0,0,72.72
2024-02-05,0,0,0,73.21
2024-02-06,0,0,0,73.83
2024-02-07,0,0,0,74.26
2024-02-08,0,0,0,76.67
2024-02-09,0,0,0,77.26
2024-02-12,0,0,0,77.34
2024-02-13,0,0,0,78.28
2024-02-14,0,0,0,77.09
2024-02-15,0,0,0,78.47
2024-02-16,0,0,0,79.65
2024-02-19,0,0,0,78.90
2024-02-20,0,0,0,78.72
2024-02-21,0,0,0,78.89
2024-02-22,0,0,0,79.64
2024-02-23,0,0,0,77.60
2024-02-26,0,0,0,78.53
2024-02-27,0,0,0,79.80
2024-02-28,0,0,0,79.44
2024-02-29,0,0,0,79.22
2024-03-01,0,0,0,80.90
2024-03-04,0,0,0,79.67
2024-03-05,0,0,0,79.11
2024-03-06,0,0,0,80.08
2024-03-07,0,0,0,79.81
2024-03-08,0,0,0,78.96
2024-03-11,0,0,0,78.87
2024-03-12,0,0,0,78.51
2024-03-13,0,0,0,80.67
2024-03-14,0,0,0,82.16
2024-03-15,0,0,0,81.94
2024-03-18,0,0,0,83.68
2024-03-19,0,0,0,84.39
2024-03-20,0,0,0,82.79
2024-03-21,0,0,0,81.99
2024-03-22,0,0,0,81.10
2024-03-25,0,0,0,82.41
2024-03-26,0,0,0,82.41
2024-03-27,0,0,0,82.15
2024-03-28,0,0,0,83.96
2024-03-29,0,0,0,84.10
2024-04-01,0,0,0,84.54
2024-04-02,0,0,0,85.95
2024-04-03,0,0,0,86.22
2024-04-04,0,0,0,87.37
2024-04-05,0,0,0,87.69
2024-04-08,0,0,0,87.24
2024-04-09,0,0,0,86.04
2024-04-10,0,0,0,86.98
2024-04-11,0,0,0,85.79
2024-04-12,0,0,0,86.46
2024-04-15,0,0,0,86.21
2024-04-16,0,0,0,86.15
2024-04-17,0,0,0,83.58
2024-04-18,0,0,0,83.50
2024-04-19,0,0,0,83.79
2024-04-22,0,0,0,83.82
2024-04-23,0,0,0,84.17
2024-04-24,0,0,0,84.09
2024-04-25,0,0,0,84.92
2024-04-26,0,0,0,85.38
2024-04-29,0,0,0,84.26
2024-04-30,0,0,0,83.49
2024-05-01,0,0,0,80.70
2024-05-02,0,0,0,80.59
2024-05-03,0,0,0,79.65
2024-05-06,0,0,0,80.10
2024-05-07,0,0,0,79.97
2024-05-08,0,0,0,80.57
2024-05-09,0,0,0,80.86
2024-05-10,0,0,0,79.81
2024-05-13,0,0,0,80.71
2024-05-14,0,0,0,79.62
2024-05-15,0,0,0,80.23
2024-05-16,0,0,0,80.85
2024-05-17,0,0,0,81.66
2024-05-20,0,0,0,81.39
2024-05-21,0,0,0,80.66
2024-05-22,0,0,0,79.15
2024-05-23,0,0,0,77.47
2024-05-24,0,0,0,78.48
2024-05-27,0,0,0,79.10
2024-05-28,0,0,0,80.90
2024-05-29,0,0,0,80.24
2024-05-30,0,0,0,78.96
2024-05-31,0,0,0,77.97
2024-06-03,0,0,0,75.26
2024-06-04,0,0,0,74.27
2024-06-05,0,0,0,75.08
2024-06-06,0,0,0,76.52
2024-06-07,0,0,0,76.53
2024-06-10,0,0,0,78.75
2024-06-11,0,0,0,78.88
2024-06-12,0,0,0,79.56
2024-06-13,0,0,0,79.61
2024-06-14,0,0,0,79.41
2024-06-17,0,0,0,81.33
2024-06-18,0,0,0,82.67
2024-06-19,0,0,0,82.70
2024-06-20,0,0,0,83.34
2024-06-21,0,0,0,81.71
2024-06-24,0,0,0,82.63
2024-06-25,0,0,0,81.97
2024-06-26,0,0,0,82.19
2024-06-27,0,0,0,83.04
2024-06-28,0,0,0,82.83
2024-07-01,0,0,0,84.70
2024-07-02,0,0,0,84.09
2024-07-03,0,0,0,85.19
2024-07-04,0,0,0,85.20
2024-07-05,0,0,0,84.44
2024-07-08,0,0,0,83.63
2024-07-09,0,0,0,82.78
2024-07-10,0,0,0,83.39
2024-07-11,0,0,0,83.92
2024-07-12,0,0,0,83.49
2024-07-15,0,0,0,83.22
2024-07-16,0,0,0,81.92
2024-07-17,0,0,0,84.16
2024-07-18,0,0,0,84.17
2024-07-19,0,0,0,81.43
2024-07-22,0,0,0,81.25
2024-07-23,0,0,0,78.24
2024-07-24,0,0,0,78.78
2024-07-25,0,0,0,79.43
2024-07-26,0,0,0,78.58
2024-07-29,0,0,0,77.27
2024-07-30,0,0,0,76.17
2024-07-31,0,0,0,79.36
2024-08-01,0,0,0,77.74
2024-08-02,0,0,0,74.99
2024-08-05,0,0,0,74.46
2024-08-06,0,0,0,74.60
2024-08-07,0,0,0,76.68
2024-08-08,0,0,0,77.64
2024-08-09,0,0,0,78.28
2024-08-12,0,0,0,81.45
2024-08-13,0,0,0,79.25
2024-08-14,0,0,0,77.65
2024-08-15,0,0,0,80.15
2024-08-16,0,0,0,76.75